,instruction_id,conversation_id,utterance,label
197,auto-repair-appt-1,dlg-067b8a05-cff8-4e68-8dc1-1bcd6a8033e6,Get me an appointment to get my truck fixed please.,auto-repair-appt
198,movie-tickets-1,dlg-0685ff6a-3240-4491-af90-329151465cdf,Hi I'd like you get tickets to Roma tonight,movie-ticket
199,coffee-ordering-1,dlg-06862cb1-259c-46a4-aec9-39c493cf7e09,I would like you to order me a drink from Starbucks please.,coffee-order
200,auto-repair-appt-1,dlg-068d45eb-6f2f-46c2-a4f8-22352613fb87,"Hello, I need to schedule an auto appointment",auto-repair-appt
201,auto-repair-appt-1,dlg-069f776b-5ac5-49bb-bd6b-f92fe104c7a1,I'm having car trouble. Call a repair shop and make an appointment.,auto-repair-appt
202,restaurant-table-1,dlg-06a8df5e-5661-4f5f-991d-c88cbb1b0fc6,Hi Id like to reserve a table for tonight at 8pm,restaurant-search
203,uber-lyft-1,dlg-06a98e09-31cb-41da-b464-829a676be9ff,Hi! Can you book me a ride on Uber,ride-book
204,movie-tickets-1,dlg-06ad9823-d943-4ce1-a3a6-bf9b594d671e,"Hi, I would like to book some tickets to the movies.",movie-ticket
205,uber-lyft-2,dlg-06c3080c-c9a2-4302-b8bf-8f9fb4a49470,Can i get an uber ride to Casa Bonita on Colfax,ride-book
206,uber-lyft-1,dlg-06caa3b8-2cab-4c4a-8b62-6c89d0846462,Hey assistant can you order me an uber from la Jolla cove to Petco park in San diego?,ride-book
207,movie-tickets-3,dlg-06dca019-4f69-4ed7-accc-53cc65023b4a,"Hello, it’s me. Can you help me order some movie tickets?",movie-ticket
208,restaurant-table-1,dlg-06df6570-2519-4023-95dd-8e9bc1468c3c,I need to find a restaurant to take Shelly to dinner for Valentine's Day.,restaurant-search
209,pizza-ordering-1,dlg-06e89f1f-2b54-4577-a722-fb7c41c69bf7,"Hi, I want to place an order from Pizza Pro's in Vernon, NJ.",pizza-order
210,auto-repair-appt-1,dlg-06ece8e4-7ea1-4779-9f63-6292e3a3da4a,I need to book an appointment at Intelligent Auto Solutions for my car.,auto-repair-appt
211,movie-tickets-2,dlg-06f1c66e-39cc-4732-b437-0014fc184ba3,I would like to see a movie tonight.,movie-ticket
212,movie-tickets-2,dlg-06f9d8bb-cc02-49e5-851f-6271b0cb3291,Is the movie US playing at a theater near me?,movie-ticket
213,coffee-ordering-2,dlg-06fba204-1ba5-4075-81f0-e942f17f4b97,"Hi! I would like for you to order me something from Starbucks, okay?",coffee-order
214,pizza-ordering-2,dlg-06ffaa28-88c2-4cfe-a7f6-b9d0e0d332b0,Hey can you pick up some dinner from Dominoes?,pizza-order
215,coffee-ordering-1,dlg-07000e88-09a9-4cab-8aa1-6b61456416bb,Pick me up something from Starbucks.,coffee-order
216,uber-lyft-1,dlg-07043809-e779-466a-8923-383d9623d3d7,Call an Uber for me.,ride-book
217,uber-lyft-1,dlg-072c91d7-47d8-40de-8e34-e56f02e0f380,"Yo, my man. Can you order me a lyft?",ride-book
218,pizza-ordering-2,dlg-072ca6f7-0cdc-4b36-b3a1-34b3b16b675d,"Hey, Jimmy. I need you to order a pizza for a meeting we are having.",pizza-order
219,uber-lyft-1,dlg-07384837-00ae-40ca-8008-d95f8b99d97f,"Hello Kelly, Can you order a car for me?",ride-book
220,coffee-ordering-1,dlg-073b91f2-e7bc-4959-a421-4e18640c6ba8,"Hi, can you order me a coffee to pick up at Peets?",coffee-order
221,pizza-ordering-1,dlg-0756b689-31f2-4b54-b0f7-937d39915188,"Hello, I would like to place an order for carry out at Papa Johns.",pizza-order
222,movie-tickets-1,dlg-07794ed8-cc83-4b4c-a21e-28907234344c,Find tickets for Happy Death Day 2U,movie-ticket
223,coffee-ordering-2,dlg-077c4c0f-39c6-4310-9834-e962aebc112a,I'd like to get a coffee,coffee-order
224,coffee-ordering-2,dlg-077f7023-8f4a-493f-bcfe-9df9638092ca,"Pete, I need a Golden caffe latte.",coffee-order
225,coffee-ordering-1,dlg-07827a24-02b4-4cf3-824b-eb49a65ed4d8,i want some coffee right now,coffee-order
226,auto-repair-appt-1,dlg-078a0f20-4efc-4dde-b8c1-fbbd2d80e29d,I need you to call Intelligent Auto Solutions. I need an appointment for an oil change.,auto-repair-appt
227,auto-repair-appt-1,dlg-078a64c4-ce1d-4520-9df4-9773b132634c,"Hello, I need to set an appointment with the Intelligent Auto Solutions for my car.",auto-repair-appt
228,pizza-ordering-2,dlg-07941648-2c58-4c2b-bff2-fa2102d33f04,I would like to order a pizza from Papa Johns to pick up at 1:00pm.,pizza-order
229,movie-ticket-1,dlg-0798cf13-2cd7-4b76-a8b2-f7ea9a7241b6,"Hi, I want to see The Mule, what times do you have available tonight?",movie-ticket
230,pizza-ordering-2,dlg-079a4259-d8a5-4276-8c5a-a895c15157a3,I will like to order some pizzas from Pizza Hut,pizza-order
231,auto-repair-appt-1,dlg-079aca33-7c4f-4b74-b93a-d62895244927,I need an appointment at Intelligent Auto Solutions,auto-repair-appt
232,auto-repair-appt-1,dlg-07af3b88-d13d-4be8-96ca-a5eeeaf33132,My car is making a funny noise. Can you schedule an appointment with an auto repair shop,auto-repair-appt
233,pizza-ordering-2,dlg-07b23e9f-9f11-4666-90f5-0ead2fea2cba,I want to order some pizza from Dominos.,pizza-order
234,movie-finder,dlg-07cb856a-b92f-45f2-a9f2-0a9a62aef118,"Hey, do you know any good movies lately?",movie-search
235,uber-lyft-1,dlg-07cbb692-6b2b-4104-8257-266030912a2e,I need an Uber ,ride-book
236,coffee-ordering-2,dlg-07dfdd1c-a3c0-4a6f-8073-3aa5c33c5fca,"Hi, I really need you to put in a starbucks order for me to pick-up please.",coffee-order
237,movie-tickets-1,dlg-07e61a9a-a07c-48ab-8693-d801d1ba5381,I would like to buy tickets to see The Upside in theater.,movie-ticket
238,coffee-ordering-1,dlg-07fc4739-17c2-45a7-b855-a66021442576,"Hello, I need some coffee can you help me with an order?",coffee-order
239,pizza-ordering-2,dlg-07fe2a04-0abf-4e92-849c-d5399a02244c,Can you order me a pizza from New Albania Pizza,pizza-order
240,restaurant-table-2,dlg-08015408-b63e-442d-b58c-8c0d198c9f11,Hi there. I'd like to book a seat at a fancy sushi restaurant for tonight. Any recommendations?,restaurant-book
241,auto-repair-appt-1,dlg-08084b2b-5545-4879-81ea-5dbb66d984be,I need to have my car serviced tomorrow.,auto-repair-appt
242,coffee-ordering-2,dlg-080c011b-f39f-4a7e-a143-b0b7ecc1ab04,"Hi, I would like to make an order on Peets on Fifth Avenue.",coffee-order
243,movie-ticket-1,dlg-081bf150-49d2-41c6-ad65-081a7f31d49e,I am interested in getting tickets to see Vice,movie-ticket
244,uber-lyft-2,dlg-08275908-8104-4527-9b2f-e3eaf3ec85fa,Hello. Can you do me favor and order a Lyft for me?,ride-book
245,pizza-ordering-2,dlg-0832caba-4eaa-4085-a7a8-7eacd55fa4e9,"Hey, I'd like to order some pizza for lunch. Marco's sounds good.",pizza-order
246,uber-lyft-2,dlg-083612d6-851c-40da-b9d4-ea3716e733fc,I need a ride to the airport,ride-book
247,movie-tickets-1,dlg-0837fa1d-000b-470b-9642-4fe5e786149f,two tickets for the lego movie please,movie-ticket
248,pizza-ordering-2,dlg-083b9ce2-4717-463b-8887-a5c43a5f3d2e,Could you call Tony's and put in a pizza order for me to pick up on the way home?,pizza-order
249,coffee-ordering-2,dlg-083e1dc3-bb5a-48bb-9d11-284f3d1c0818,Hey there I wanna skinny Moks from Starbucks,coffee-order
250,uber-lyft-2,dlg-0846ccac-ef66-44d8-9b50-0b0032f910e6,I would like to place an order for a ride,ride-book
251,pizza-ordering-2,dlg-08470e23-aa37-4d2e-b961-bb57a7c10acd,Hi! I'd like to order pizza from Domino's.,pizza-order
252,uber-lyft-1,dlg-0848f5f0-0513-4ee9-8cfa-caaeea4e1d06,I need an Uber to take me to the airport.,ride-book
253,auto-repair-appt-1,dlg-0849d228-93f2-4a4e-a132-3dcd74893a8a,"Hello, I need to book an appointment for an auto repair shop.",auto-repair-appt
254,movie-tickets-3,dlg-0851dd2d-0490-4747-a980-7aa4651f392e,"Assistant, can you help me order tickets to Missing Link?",movie-ticket
255,pizza-ordering-2,dlg-08730738-37ce-4f7a-af62-b4481d28f2f1,"Hello, I'd like to order a large Veggie Supreme pizza please.",pizza-order
256,coffee-ordering-1,dlg-0879cd3c-44ba-45a4-bf68-dd591c967499,Good morning. Coffee please.,coffee-order
257,movie-tickets-2,dlg-087cb175-c16a-4ae9-8722-aedbcf6c4066,Can I get two tickets to see the movie Hellboy?,movie-ticket
258,pizza-ordering-2,dlg-08802c58-9e0b-409a-8c7f-a8834ff808a4,"Hello, I was thinking I might have you order a pizza from Campisis Today",pizza-order
259,coffee-ordering-1,dlg-089672f2-f05b-4056-ac51-2499aa00c0e1,"Hey, can you order me a drink from Starbucks?",coffee-order
260,coffee-ordering-1,dlg-08a38759-a8a4-464c-a0af-de0c25f55352,Hello,coffee-order
261,pizza-ordering-2,dlg-08afb3ed-0e1e-460a-af43-e7322ed7dca0,"Hi, I would like to order a pizza.",pizza-order
262,coffee-ordering-1,dlg-08bf9ad6-ea07-4d34-86cd-52c981ffaa2b,"Jen, can you order a drink at the Starbucks on Sawmill Road?",coffee-order
263,uber-lyft-1,dlg-08c1acb0-8471-469b-a9e9-4149f9880928,Would like to order an Uber.,ride-book
264,coffee-ordering-1,dlg-08dd03c3-6480-497b-a197-0b170e9c9ec1,"Hi Cortney. I am super busy in the office today, can you place an order for me at Starbucks.",coffee-order
265,uber-lyft-1,dlg-08e69a78-9ab7-4009-947b-d46e82ed5e5a,I'd like to order an Uber,ride-book
266,uber-lyft-1,dlg-08eb45b1-0bc2-4335-a735-f0e0eb39d37e,"hello jim, i need you to call an uber for me ",ride-book
267,uber-lyft-1,dlg-08eeb193-34f2-4228-b61d-c25af611e55d,"Hey google, Can you call uber for me?",ride-book
268,restaurant-table-2,dlg-0907b949-f00c-4595-8c1a-8978665bf1b6,"I'd like a reservation for a steak house, please",restaurant-book
269,restaurant-table-3,dlg-09110056-2690-4fb3-b282-8b5c6a328094,"John, I want to go out for dinner with Bob tomorrow night.",restaurant-book
270,coffee-ordering-2,dlg-0916fc22-deb1-4c88-82b6-88085770f606,Would you mind picking me up a coffee while you're out?,coffee-order
271,coffee-ordering-2,dlg-0917c6c7-7e37-412e-9366-b2eb3206652c,"I would like to order something from Starbucks to have on the way home, can you put in an order for me?",coffee-order
272,coffee-ordering-1,dlg-092b8d32-c5ce-424d-bae1-92be2ac9c9ee,"Hello, can you put in a starbucks order for me?",coffee-order
273,auto-repair-appt-1,dlg-09344f45-d7ba-46ac-a77b-9d36498e8394,I would like to schedule an appointment to get my car's brakes checked.,auto-repair-appt
274,restaurant-table-2,dlg-093bf5d4-4725-4226-b458-2e0115ef20a1,Hai i would like to book your restaurant for dinner table,restaurant-book
275,pizza-ordering-2,dlg-093d3e20-c1ef-4cd1-b92a-ce5933adc4fa,"Hey, can you order me a pizza? We're having a movie night here and want some food!",pizza-order
276,movie-tickets-2,dlg-093db0b6-6f66-482c-9619-49fd3397bcde,Hi. I want to make a reservation to see Wonder Park.,movie-ticket
277,pizza-ordering-2,dlg-09400263-fb28-4d99-8ac6-d7bfa4147d7e,Hey! Can you order me a pizza from Joey's?,pizza-order
278,auto-repair-appt-1,dlg-09439fb0-4c74-4854-85be-28d27e42d039,hi i need to make an appointment for my car,auto-repair-appt
279,coffee-ordering-1,dlg-095371de-71d9-40c5-ad28-d2566a8ed74e,"Hey Martha, are you anywhere near the Starbucks on County Road 42 in Burnsville by the Chick Fil-A?",coffee-order
280,auto-repair-appt-1,dlg-095a3497-1c72-4a94-9310-2af6994b2527,"Jannet, I need you to set up an appointment to have my car taken into Intelligent Auto Solutions, please.",auto-repair-appt
281,pizza-ordering-1,dlg-095f2e3f-2c8b-447c-867a-164a5eac257e,Hi I want to order a pizza,pizza-order
282,coffee-ordering-2,dlg-095f4ffd-1270-4b17-b57f-7de7cfc72604,Hey Sara can you order me a coffee from Starbucks please?,coffee-order
283,movie-tickets-2,dlg-0960ba76-7255-449e-8e5d-0f484a841d8c,Will you book me a ticket for a movie?,movie-ticket
284,movie-tickets-1,dlg-09696ae5-881e-4677-a8a7-5d0e1f116821,Hi can you help me order tickets for a movie later this evening?,movie-ticket
285,restaurant-table-2,dlg-0979b900-a9d5-45d6-8eba-bbc02d3fdc43,"Julie, I am thinking about having some mexican food tomorrow",restaurant-book
286,auto-repair-appt-1,dlg-098045f4-f66a-48d4-8d87-f4ea4d6e290f,Hey I need to schedule an appointment with intelligent Auto Solutions.,auto-repair-appt
287,movie-tickets-2,dlg-09887479-800a-40f5-8065-39ccbfcb0f7e,I NEED TWO FOR PET SEMATARY ARE YOU LOCATED IN HUNTSVILLE.,movie-ticket
288,coffee-ordering-2,dlg-0989f644-db74-452e-97b6-f1377fae0ae4,I'd like to order a drink from Starbucks,coffee-order
289,auto-repair-appt-1,dlg-09a49e35-bf29-4b80-9daf-fbcee15f9ee9,"Hi, I have a car trouble...I need to take it to the shop to have it looked at.",auto-repair-appt
290,pizza-ordering-2,dlg-09ab49ef-4778-4708-af30-6c88af96cda4,Hi I would like to know how much a two topping pizza is?,pizza-order
291,auto-repair-appt-1,dlg-09b0d053-ab19-4159-8bf2-0ba1eb796b76,"hey my lovely assistant, i need you to make me an appointment for my car please!",auto-repair-appt
292,restaurant-table-2,dlg-09b37cd2-ec50-40c9-9282-bdc515bdcbbb,I'm interested in a steakhouse or just American cuisine,restaurant-book
293,pizza-ordering-2,dlg-09b78ae2-a321-40c4-9858-958b237a6dc7,I want to order some Pizza Hut.,pizza-order
294,movie-tickets-2,dlg-09b99267-205e-4882-914c-5f017f6735a9,"Hi, can you please buy some movie tickets for me",movie-ticket
295,uber-lyft-1,dlg-09c04ebd-c10a-46ff-a907-f309dcf041a6,ok i need to find out about getting a ride,ride-book
296,auto-repair-appt-1,dlg-09dbcedb-b7c5-48d2-9375-ce7379944b1a,"Hello, I need to get my car into the shop",auto-repair-appt
297,auto-repair-appt-1,dlg-09ed00ca-c928-4246-9f08-66469848bf21,Hi Ashley. Can you do me a favor and log onto Intelligent Auto Solutions booking page?,auto-repair-appt
298,auto-repair-appt-1,dlg-09fb1625-dbdc-42de-962a-57a5828e64c5,Call Intelligent Auto Solutions and schedule a repair estimate appointment.,auto-repair-appt
299,restaurant-table-2,dlg-09fc7ddc-a5b7-43a7-b23c-654d48a1ac81,"Hello, I need to book a table at a restaurant tonight.",restaurant-book
300,uber-lyft-2,dlg-0a0fcccb-5142-40d3-b7a7-ee2f45676d09,"Hello, can you get me a ride with Uber?",ride-book
301,uber-lyft-1,dlg-0a238c37-d6d0-40ae-b415-1bf67ab2993d,"Hello, Zaza, I need a ride, please",ride-book
302,auto-repair-appt-1,dlg-0a247c2b-5018-4cc0-852c-fb359eb42fbf,"I want to make a reservation at ""Intelligent Auto Solutions"".",auto-repair-appt
303,coffee-ordering-2,dlg-0a2868e0-8167-4b6c-ae4c-d38ddc8f8f88,Hello I would like to order a drink from Starbucks.,coffee-order
304,coffee-ordering-2,dlg-0a2c86de-4749-4c2d-84a0-0ef17161795d,Order me a drink from Starbucks.,coffee-order
305,coffee-ordering-1,dlg-0a2dcaaf-1cc8-4fc6-a648-26de2ba7f8cb,"Good afternoon, will you be able to order me a drink from Starbucks?",coffee-order
306,coffee-ordering-1,dlg-0a34fabf-f1fd-4eba-9d6b-4fbd776c489d,"Hi, can you order me a drink from Starbucks on Speedway and Pantano, in Tucson, Az, please?",coffee-order
307,auto-repair-appt-1,dlg-0a3d0752-f82c-497a-8284-267298dc1c01,"Good morning! Can you help me, I am driving and my car is making this crazy clicking sound. Can you make me an appointment?",auto-repair-appt
308,pizza-ordering-1,dlg-0a51a5b1-4d37-43fe-9c59-d11f02c97f60,"Hi there, will you place an order for me with Pizza hut please?",pizza-order
309,auto-repair-appt-1,dlg-0a5950bb-43fe-4659-a078-587c41b202cc,I need to book an appointment with Intelligent Auto Solutions,auto-repair-appt
310,movie-tickets-2,dlg-0a775ad5-6afe-47a4-9fd1-861fe9ff72e4,"Hi, it’s me, can you order some movie tickets for me?",movie-ticket
311,movie-tickets-1,dlg-0a816d32-bf99-43a1-8316-4332ab23d7a2,I need to buy tickets to the movie Glass.,movie-ticket
312,auto-repair-appt-1,dlg-0a946609-9910-4a57-a4c4-3b445a716409,"Hi, Shelley. Can you make an appointment with Intelligent Auto Solutions for me, please?",auto-repair-appt
313,uber-lyft-2,dlg-0a9babb6-03e1-43c6-9371-6d2f5631be9a,"Hello, I'm calling to order a car to go from the airport to a residence later on tonight.",ride-book
314,restaurant-table-1,dlg-0aab4666-b497-491b-b9c5-44b289aeddcb,"Jenny, I want you to find me a nice restaurant for tonight",restaurant-search
315,uber-lyft-1,dlg-0aada409-80e3-4931-83ff-91912fef50ab,Hi can you call an Uber for me?,ride-book
316,uber-lyft-1,dlg-0ab27eaa-40a2-4a97-94f9-eba26324e702,I need to go to the airport.,ride-book
317,coffee-ordering-2,dlg-0abe6242-61a9-4bcd-be34-132d69ffe677,"Hi, I'd like to get a latte?",coffee-order
318,coffee-ordering-2,dlg-0ac8a064-bff4-4668-b950-633ed7343323,I need coffee!,coffee-order
319,restaurant-table-1,dlg-0acafa68-d726-42aa-8c6b-9362f21388a1,"So Ally, I have been thinking about getting all the ladies together for some fine dining.I need a restaurant that has good food and a bar for some drinks after.",restaurant-search
320,auto-repair-appt-1,dlg-0ad1e838-cba6-47ff-96b3-77345b4a3eea,My car is acting up,auto-repair-appt
321,pizza-ordering-2,dlg-0ad863f7-1d07-4f2c-b191-3076f51f77a6,"Hello there, I would like to order an Ultimate Pepperoni .",pizza-order
322,uber-lyft-1,dlg-0adfd3fc-6e89-4ba0-8331-943d5412f717,"Hi, I'd like to get an Uber to go to the Mall of America.",ride-book
323,uber-lyft-1,dlg-0af5d350-3bfb-4c32-8618-080ccc261819,i need an uber tonight,ride-book
324,auto-repair-appt-1,dlg-0afd4663-d3de-4913-8a1b-2e496b0eea85,"Hi, please book me an appointment with Intelligent Auto Solutions to get my oil change and tires rotated.",auto-repair-appt
325,coffee-ordering-2,dlg-0b0a1925-b9c4-4880-ae00-2d22a95a08f2,Can you order me a drink?,coffee-order
326,restaurant-table-1,dlg-0b0e4631-db29-479c-97c6-a4eed5f4234b,Hey there!,restaurant-search
327,restaurant-table-1,dlg-0b136a9e-c08a-4f63-8b93-12caba04e5e4,Hey I'm looking to go out for dinner tonight ,restaurant-search
328,uber-lyft-1,dlg-0b1587b1-ddb0-4bb7-8867-73560367f2b5,I need to get a ride with Uber,ride-book
329,movie-tickets-1,dlg-0b1a1374-8e43-4999-a6fe-dad8f5e7a942,Book 2 tickets to see The Upside,movie-ticket
330,movie-tickets-2,dlg-0b2107dd-3686-4e52-a8f2-da172289ca6d,"Hi, I'd like to buy tickets for Dumbo.",movie-ticket
331,coffee-ordering-1,dlg-0b25ca67-0155-4b7a-8e86-d510be85d161,I want a grande Caramel Cloud Macchiato from Starbucks,coffee-order
332,restaurant-table-1,dlg-0b265408-9005-4cca-b181-88de73cc9a44,I'm looking for a very nice Italian Restaurant. Can you help me?,restaurant-search
333,restaurant-table-1,dlg-0b27e7fd-e603-457d-b014-16754716a976,"Hi! I'm in the mood for something a little more cozy, maybe an Italian restaurant?",restaurant-search
334,auto-repair-appt-1,dlg-0b2b719b-2463-4131-b703-0dcacf7a10ed,I'd like to make an appointment for my car at Intelligent Auto Solutions,auto-repair-appt
335,movie-tickets-1,dlg-0b3a6d95-224b-4354-8038-0ffbe0ddc7e8,"Hi, could you please buy 2 tickets to see Bumblebee tonight?",movie-ticket
336,auto-repair-appt-1,dlg-0b5443a8-2c7c-4c88-80e9-140dc381a552,"Hey, I'm looking to get my car into the shop",auto-repair-appt
337,coffee-ordering-1,dlg-0b559cad-1d74-452a-90e6-ad1dc2e9e3ad,"Hi Jenny, can you order a coffee for me, please.",coffee-order
338,restaurant-table-2,dlg-0b5b803f-ebfc-41f9-b3a0-bcea8b95a08e,I'm looking to make a dinner reservation for 3 at Boka.,restaurant-book
339,coffee-ordering-1,dlg-0b616e5e-97bd-416b-bb10-bbd47d516b9e,I'd like to order a coffee from Starbucks.,coffee-order
340,restaurant-table-1,dlg-0b6735ce-c58c-4809-aee8-8f0df7da3928,Can you make a reservation for dinner tonight? I'm looking for a Mexican restaurant.,restaurant-search
341,uber-lyft-1,dlg-0bb23b21-f361-46fe-bd84-a84474e1f76f,Hey I need you to order me a lyft asap. ,ride-book
